	cluster p value	cluster size	constituents	S	cluster q value
1240	0.6270806218685044	24	COQ2,ALB,CFHR1///CFHR2,CRAT,CCNG1,MTHFR,TPTEP1,ABL1,BAIAP2,GRIP2,CCNF,WNT10B,TAF13,TNFSF14,DPYSL4,CAPN7,DSCAM,TARBP1,BIK,NXF1,E2F4,ENOX2,CTRL,PPFIA4	24	1.0
1085	0.6304810532493308	11	SERPINA6,SRSF3,TWISTNB,OPTN,SMNDC1,GNL2,RASA1,ZMYND11,TAF12,PEX11B,BTF3	11	1.0
1082	0.6304810532493308	11	MAPT,CSF2,DENND3,SF3A2,PLEKHB1,ARHGEF1///LOC100505585,PDIA2,FGF9,ZNF212,CDH3,TM4SF5	11	1.0
1294	0.6304810532493308	11	RAB3GAP1,UBE2S,SLC39A14,CHD8,CLDN9,COL4A6,MUC1,TNK2,DDX51,HS6ST1,MEIS3P1	11	1.0
1253	0.6304810532493308	14	IGFBP5,PPP1R12A,CRIM1///LOC101929500,EIF5A,CTNNA1,MAP2K1,GNS,EI24,MTDH,BBOX1,RECQL	11	1.0
1232	0.6624764778643832	12	LDHB,ZCCHC14,ENPP2,FMO2,INPP5B,LOC100506248///LOC728026///MIR1244-1///MIR1244-2///MIR1244-3///PTMA,CSHL1,SSTR5,EIF4A3,CRYAB,MDH1,SKIV2L2	12	1.0
1227	0.6624764778643832	12	DCT,HIST1H1E,ATF2,TOR1AIP1,PSMA5,DAAM2,FGF7,KL,PAPPA2,GFRA2,GAD1,KPNA5	12	1.0
1153	0.6624764778643832	12	RANBP9,MDFI,DNAJC16,LIN7A,YME1L1,LOC100506248///LOC728026///MIR1244-1///MIR1244-2///MIR1244-3///PTMA,JMJD6,SIX1,HIVEP2,FAM110B,ARHGAP1,IL15RA	12	1.0
739	0.6624764778643832	12	UBOX5,MMP24,DIMT1,SAT1,TTTY1///TTTY1B,CASP6,CST7,TCEB3,FAM63B,HLA-DQB1,RFPL1,SCN1B	12	1.0
794	0.6917047117585572	13	NEDD4L,CELF2,MTFR1,TSC2,SH2B1,L3MBTL1,ZFPL1,GRM1,LOC101928826///TPT1,NUFIP1,PCGF3,ATXN3,CYP4B1	13	1.0
1252	0.6917047117585572	13	ATG9A,ZMYND8,MAP3K8,FGFR2,DAZL,PLS3,LOC101928062,BDNF,CRX,CYP2B7P,MAFK,ANXA8///ANXA8L1,BAK1	13	1.0
1029	0.6917047117585572	13	ATP2B3,SH2B2,GLOD4,MAPKAPK2,RAB11B,AHCYL1,CHAF1B,ZMIZ2,SKI,INHBC,VEGFB,GRINA,CYP11B2	13	1.0
899	0.7184048054391532	14	UNC50,FANCL,PCDH7,ADSS,THAP3,MYOM1,LAGE3,CTNS,FBXL4,SIM2,NRCAM,RRAGB,DSG3,ARHGAP5	14	1.0
1122	0.765075416324575	16	SMARCC1,TUT1,C1orf216,GNRH2,TRIM31,NACAD,SMAD6,SURF2,TBX5,SS18L1,HMGB3P30///HMGB3P30,PBX2,RPS6KB1,DKK3,TP53BP1,SPINT3	16	1.0
992	0.7854278570707057	17	IGFBP5,AKR1C3,DEFB1,AES,PPIB,RUSC2,TCF3,FGFR1,HRAS,ZMPSTE24,AK1,APRT,ANAPC15,FAM172A,P4HB,ITGA6,ADRA1B	17	1.0
1198	0.7931308987332156	89	B4GALT1,FCGBP,TENM1,MPRIP,CD6,MAGEA3///MAGEA6,SNTB1,MOK,NOS2P1///NOS2P1,RAF1,SERPINC1,SUGP2,TTR,REG1P,IQCK,HAS1,SBNO2,CDH6,FOLR3,PRPF4,COL13A1,TCRA///TCRA///TRAV10///TRAV10///YME1L1,SLMO1,GAGE3,PLEKHG3,KCTD20,PRPF19,BRINP2,FRAT2,RBMXL2,TNPO1,PAX7,NCR3,MTAP,EPHA5,WT1,WNT7A,ZBTB33,RAP1GAP,PIM2,SUPT4H1,PLIN3,LFNG,B3GALT5,MLH1,TIMM44,SERPINI2,NSUN5P1///NSUN5P2,DOC2A,FOXC2,KLRC4-KLRK1///KLRK1,NEU3,SNRPD1,IRF4,GATA4,GPR12,GLMN,CCNB1,GJB3,DHRS12,TIMM17A,DYRK1A,AOC4P,MLLT11,NTRK3,TGFB3,DDX51,LTC4S,ACSM3,ALG3,CADM4,CRHR2,FOXA2,ITPR2,PRSS16,WNK1,ACHE,HIST1H1T,CCKBR,ST14,SLC12A3,NAPG,CACNA1C,ODF2,INSL3,SF1,MRE11A,THPO,SLC16A5	89	1.0
1320	0.8040191143258191	18	RUVBL1,MAPK1,TGFB2,SCG2,PITPNB,MYBPC1,FLT1,ACVR2A,DLGAP1,DPT,NPHP1,STAU1,NOS3,SMARCD2,DPY19L2P2,POU4F2,DIO2,USP19	18	1.0
1336	0.8186184563919051	35	UBXN7,CYP27A1,ERCC1,TMPO,RAB31,BIRC5,TESK2,EGFL8///PPT2///PPT2-EGFL8,GOT2,MPHOSPH9,KDM7A,HSD17B6,ETV6,AMD1,NUP88,C12orf29,KCNQ3,POU6F1,IL6ST,RBL2,KRIT1,C6orf123,HGF,ADCY2,DOK4,LOC101928625///MED21,SRRM2,EPM2AIP1,DGCR6L,RUFY3,MTMR9,SLC6A1,SKIL,CDK11A///CDK11B,MPZ	35	1.0
1316	0.8307104924304496	36	JADE2,PTX3,RAD54L,KIAA0101,MTHFR,RLBP1,SHOX,SHMT2,SLC4A7,ELAC2,CASK,SLC24A1,PRKAR1B,KCNV1,CYP2C8,AKAP5,IL7,RAB14,CD44,SELL,MOCS3,CDC5L,MYRIP,P4HB,IGHG1///LOC100293211,R3HCC1L,NFKB2,HTN3,DOCK1,RFXAP,CDH8,PPP1R3C,H2AFB1///H2AFB2///H2AFB3,SYT11,KIAA0226,TIAL1	36	1.0
1292	0.8995670036172755	163	RARB,RPS6KA2,BMP3,FXYD2///FXYD6-FXYD2,EIF3G,RRP7A,ZXDA///ZXDB,PTHLH,NNAT,IL13RA1,SH3BP5,SRC,VAV1,HPGD,PRDM2,MUC5B,PRPS1,EDA,PAIP2B,CHRNA3,ADH1C,RHO,FGD1,UBL4A,FKBP5,MATR3///SNHG4,DDX42,SI,DMTF1,TULP3,PIP4K2A,CLGN,KDELR1,TCOF1,PRR4,PDIA6,LLGL1,ZNF467,TOX,ASPHD1,RANBP2,NAALADL1,CD160,GPM6B,ZFY,GLRB,PKP2,IFNB1,MAPKAPK5,TSN,CEBPZ,PPFIA2,SEMA6C,CO9,KIAA0196,UBE3A,VENTX,SLC2A2,TCF25,CCNF,TFAP2A,C14orf132,DTNA,ASCL1,ECE1,LMX1B,PSPH,MTOR,SRD5A2,AKAP9,DKFZP586I1420,SART1,SEMA6A,AMMECR1,MYBL2,GATA1,PRRC1,MTERF4,TRHR,ARFGAP2,VAMP1,GTF2IRD2///GTF2IRD2B,FOXN2,CCL5,ZNF7,RAB40A,CUL3,PDX1,BMP5,CCNT2,SEMA3F,ZC2HC1A,PPP2R5D,C1orf61,KSR1,DCT,GCGR,MT1H,CD163,CBFB,RABEP1,RSBN1,RUNX2,PCDHGA8,PAX2,CBLB,TGFBR1,HOXA2,AJAP1,ZNF211,EXOSC2,EXOSC10,UBE2I,CDK18,FRG1///LOC100289097///LOC101930278///LOC101930531///LOC642236,HOXB13,PDE3A,KATNA1,CTAG1A///CTAG1B,LOC100506699,C6,DMC1,SART3,SNRNP70,RTEL1,AKAP17A,C10orf10,MSH4,LOC101928717///SLC19A1,MAT1A,ZNF280B,EMX1,ERCC2,RPARP-AS1,ARF1///MIR3620,OSER1,CPQ,GIF,SPATA31C2,CRYM,LEPR///LEPROT,POLR2L,SLC25A26,FABP1,ATP1A2,SKP1,SERPINA7,AP4M1,AP3S2///C15orf38-AP3S2,LOC101928143///LOC101930388///NUMB,DUX1,KMT2B,TAF1,TMOD1,PPM1A,RAD51AP1,ADRA1A,SLC16A5,SSNA1,PDLIM5,UBN1	161	1.0
1279	0.9051199757901968	26	BTF3P13///BTF3P13,ALB,ATP8B1,MPHOSPH9,NOS1,PLAT,IL23A///TCRBV10S1P///TRBV21-1///TRBV21-1,MGAT3,UNC5B,RAC1,C18orf25,SP100,ITGA3,LIF,DNAJC6,DGCR2,OR2H1///OR2H2,AP1G2,CELP,AURKAPS1///RAB3GAP2,ADH1A,YBX1,CHST10,EAPP,HTR7,PLCB4	26	1.0
933	0.9051199757901968	26	ABHD2,ZPR1,LOC101929524,KYNU,BBC3///MIR3190///MIR3191,BRCA2,HAP1,ATP10B,RNASEH2B,RELA,DNTTIP2,RIN1,FXYD3,PAF1,BMP2,RBL2,STK39,TFF2,CDC42EP1,CAPN6,SMOX,TRIM21,PFKM,PROP1,HNF1A,IL27RA	26	1.0
1196	0.9051199757901968	29	SEC13,KCNB1,HBB,ACTN1,PAPSS2,HBA1///HBA2,NSDHL,FAT1,TSPYL5,KPNA6,WIPI1,PIBF1,CUL4A,IGFBP5,DYNLL1,HPS5,IFT20,NPY1R,ZNHIT1,CASP8,PRKRIR,POMZP3///ZP3,SULT1A1,P4HB,BBX,CCND1	26	1.0
1121	0.9133487840067542	27	PTPRH,GIPR,NUPL1,PHLDA1,ALK,APBA2,S100A3,CA5BP1,APOBEC3G,PON3,IL18R1,CDK5,IGHM,NOP14-AS1,PDE9A,MMP14,SPRR2D,HOXC4,RFPL3S,RASSF8,RGS12,PLOD3,LLGL1,PTPN7,ATP12A,CDK5R1,PRSS3	27	1.0
1060	0.9133487840067542	27	PFKFB3,KHDRBS1,SECISBP2L,NOL7,MED13,BTF3P12///BTF3P12,RPE,MAPK14,TDRD3,NME3,RIT1,ABCA5,CHKB,CYP4A11///CYP4A22,COPS3,TCERG1,ASXL1,TMEM115,IST1,UFL1,EIF5,ZNF205,DDX17,DNAJC3,ZBTB11,MAGOH///MAGOHB,ZNF330	27	1.0
1303	0.9283579424897569	48	PF4,OSM,TOMM34,FCN1,LAS1L,FOLR1,MNDA,CRISP2,VASP,GSTT2///GSTT2B,AGFG2,CSF3R,S100A8,HDAC9,FRAT2,HBG1///HBG2,S100A9,GMFG,PMS2///PMS2CL,HBD,NRGN,AIF1,CORO1A,LSM7,PPBP,GZMK,PTPRC,GNLY,SNRK,SCGN,MCM9,EVI2B,NCF2,RAC2,APBB2,LAMB1,PTGIS,MYCL,DPY19L1,PSMD7,FGFBP1,GP1BB///SEPT5///SEPT5-GP1BB,PAMR1,ERBB2,CA4,COMP,NFE2,IQCJ-SCHIP1///SCHIP1	48	1.0
1221	0.9485467167750621	71	TPMT,LY6D,FUT3///FUT5///FUT6,LRP6,MIR4680///PDCD4,PITPNA,GATA3,GSS,MAPK8IP3,NCR1,OSGIN2,C6orf10,HIST1H2BJ,ZNF239,MAP2K2,DCT,CCDC88C,AGER,MED8,GPR162,ERCC2,RAPSN,PPP1CB,VCP,MAP2,MIR1292///NOP56///SNORD110///SNORD57///SNORD86,NEFL,SARDH,MDM2,CYP27B1,HSPA4,LRRN2,CNTN2,ZNF443///ZNF799,CHRNA2,SGSM3,UBE2G1,GSTA1///GSTA2///GSTA3,FRRS1L,TRAPPC6A,LOC100506603,HNF1B,MAP4K1,PRLR,PTGIS,VEGFC,PKMYT1,CIITA,ITK,ZW10,GIT2,APAF1,SERTAD2,SCRIB,DHRS1,RAP1GAP,KIAA0753,MOXD1,CCBL1,PTPRJ,UBE2L3,MTMR2,FRMPD1,CHRD,IDS,DLX4,LOC101927673///OTUB1,KRT76,HPGDS,RFNG	70	1.0
1087	0.9497334290430791	34	ALDH4A1,CCDC9,TRBC1,GGPS1,CSF2RB,PBX3,VSTM4,KLF1,TMEM183A///TMEM183B,PPM1G,UGT2B4,TNFSF4,ATP2B4,AKAP8L,ARSA,GBA///GBAP1///LOC100510710,SYNGR2,MEF2A,APBB2,SNX3,TLE1,LAIR2,PPFIA3,SAR1A,PSMD7,HNRNPL,ECM2,TSC1,KIAA1109,TGM2,AARS,GFRA2,TSR1	33	1.0
1188	0.9549749957551793	73	IRAK3,EWSR1,STAT5A,NDRG4,RPL31,MANBA,ATP6V1G2-DDX39B///DDX39B///SNORD84,RPL34,GCOM1///POLR2M,EXOSC7,CD2AP,HSBP1,MED12,RPS19,RPS6,STX4,FOXJ2,XBP1,RPS12,GAS1,MAP2K5,RPS24,ERG,LGALS3,KAT8,HNRNPA1///HNRNPA1P10,BRD1,GNL1,RSL1D1,RPL18,RPL23///SNORA21,VNN2,EEF1B2///SNORA41,EEF1A2,RPL30,FBP1,NPM1,LOC101928747///RBMX///SNORD61,PRPS2,INPPL1,RPL27A///SNORA45A,PHF3,SRPX,ANK2,PTOV1-AS1,RPS9,LOC100996696///PABPC4,RPL21///RPL21P28///SNORA27///SNORD102,RPL13A///RPL13AP5///SNORD32A///SNORD33///SNORD34///SNORD35A,CNNM2,HMGN2,RPS3,PFDN5,ARHGAP1,GOLGA2,RND2,HMGXB3,RPLP0,KLK7,STAT5B,RPL10A,MIR6805///RPL28,RPL9,TJP3,FBXO21,VAMP5,SDS,BUD31,RPL4///SNORD16///SNORD18A///SNORD18B///SNORD18C,NAP1L1,EIF3C///EIF3CL,RPS28	72	1.0
1325	0.9580809552677305	35	ALB,ACOT8,AMT,IL16,KRT81,DTX2P1-UPK3BP1-PMS2P11,GTF2H2,ZNF101,TOPBP1,HOXA11,SPINK4,RNF115,PPP4R1,CCNA1,MCM5,PCNX,PAK3,CD151,IFNA16,PPAP2C,ST8SIA1,PARP1,WNT2B,SEC23IP,MUC1,SPTBN1,ZNF324,RECQL,CAMP,BASP1,CHRND,PRH1///PRH1-PRR4///PRH2///PRR4,RUNDC3B,FCHSD2,ZNF250	35	1.0
1263	0.9778062059452125	43	HIST1H1B,SDC1,WASL,STX11,CYP2C19,ACAN,ATP6V1H,TBCD,FCGR2A///FCGR2C,MYB,TP53,MAN1A2,C10orf12,SLC4A3,LOC100996747///LOC101929876///RPS26,CEBPE,ABCA2,IL2,GCAT,FUT2,ZMYND10,PTPRC,IMPDH2,PIK3R2,CFLAR,PDK3,PDCD11,IL2RG,PPP1R12B,SLC6A13,TRMU,SOD3,CREB1,HIST1H3I,MFSD7,NAGPA,CYB561D2,TCF3,RGS10,ST8SIA5,ARVCF,PDLIM5	42	1.0
1343	0.9828336442779232	89	G0S2,TRPM2,OR7E12P,RHOA,TRIM27,RPS18,ILF3,SLC5A2,EEF1A1,LHX1,EIF1AY,CLU,HOXB6,NPC1,RBM14,RPS17,RBM3,OAZ1,HCG4B,GAPDH,EEF1A1///RPL10///SNORA70,UBC,SERPINF1,ZC3H3,ASAH1,POLB,GPX4,DDX3Y,GRIN2C,LGALS1,RARRES2,RPS12,PDAP1,RPL29,ALDOA,TLX2,NR2F6,EIF4G2,SYNPO,PLIN1,PARP2,CD81,FABP4,CRYAB,PNPLA2,RPS20///SNORD54,EFEMP2,PSMD4,FOXG1,RPL19,C11orf80///RCE1,FTH1///FTH1P3///FTH1P5,EIF2AK2,CEBPA,CFD,SYN1,FTH1,RPS21,IP6K1,ELOVL5,LIPE,ACTB,ADIPOQ,UTY,VEGFB,CPA1,GALK1,GBX2,CCND3,ITGB1,CD99,PAX4,USP9X,ALDH2,ZNF337,TCAP,COL4A2,CTNNBIP1,GPR18,MAZ,PSAP,GUSBP11,EAPP,MYL6,RPS29,ST3GAL1	86	1.0
1341	0.9859128013153673	49	TRAPPC3,RPL27,CDKL2,CAT,UGP2,LRP3,LPL,RPL7,RPS16,RPS4X,TRIM15,RPS14,TSPO,GSN,RPLP2///SNORA52,ITGA7,RPS27,EEF1A1,SAFB,ACTL8,RPS23,PLA2G16,CSRP3,RPS17,RPLP1,ST5,CTDSPL,COPS6,TSR3,GAPDH,UBC,ZIC2,TXNIP,PEX6,ROBO1,RPS4Y1,WNT6,MT3,PDCD1,MAPKAPK2,TFF3,CYB5R3,GNAS,CPNE6,CAV1,RHOB,KDM5D	47	1.0
1272	0.9871373727797419	48	HDAC2,SAP18,SMAD4,SRP54,TRA2A,API5,LOC101927458///LPHN2,ATP6V1G1,ILF2,NCBP1,XBP1,BIVM-ERCC5///ERCC5,YIPF3,SRSF1,YIPF6,HBP1,SRSF11,HNRNPH2///RPL36A-HNRNPH2,ZNF423,RBM14-RBM4///RBM4,DHX15,TIMM8A,SNX2,PTGES3,PSMG1,HNRNPU,EXOSC8,CRYBG3,CHERP,WTAP,MTIF2,AP3S2///C15orf38-AP3S2,PUM1,GSTA4,PSMB4,AKAP10,SERINC3,ADH5,LSM1,YY1,KHDRBS3,HNRNPC///HNRNPCL1///HNRNPCL2///LOC101060301///LOC649330,C11orf58,HMGN4,PRPF40A,TM9SF4,DNAJB12,AP3B1	48	1.0
1220	0.9948691699406607	83	TNK1,MYOD1,SASH3,CSPG4,GMDS,SEMA5A,CAPN11,MAN1C1,PRB4,GC,HLA-DOA,MEP1A,PAK2,BRCA1,TRH,PSG11///PSG3,PRSS53,MAK16,GRIN2C,IMPA2,UNC93A,LECT1,PTPN18,IGLVIVOR22-1///IGLVIVOR22-1,HK3,ANKRD12,CXCR1,COL2A1,CD5,QSOX1,BTN3A1,KCNN1,GLI2,TNFSF9,TNRC6B,GPR143,PAFAH1B3,PROC,OGG1,SERPINB8,SP4,CACNA1A///LOC100507353,ABCB1,SPC25,STX11,EFR3B,GLB1L2,GSTTP1,CA9,SIGLEC7,CFTR,C1orf61,SORD,FAM50B,MC1R,FZR1,TTN,SPRR1B,PCBP4,GALR3,TG,CDH8,PPP1R3C,RTEL1-TNFRSF6B///TNFRSF6B,ZNF330,LOC101929889///SPN,KIAA0430,AOC1,KIAA0087,CD180,LAMC2,UGT1A1///UGT1A10///UGT1A3///UGT1A4///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A9,LRCH1,DMP1,SPINK1,DAO,LINC00342,FLRT2///LOC100506718,OPHN1,NFRKB,MAS1,ITPR1	82	1.0
1202	0.9960601208980591	62	GPSM2,EPHB4,EXTL1,TAF1A,UGP2,ADAM10,ABCA6,NDUFA9,DOT1L,NDUFV2,NR6A1,GRIP1,CAMK4,WIF1,BEAN1,LEFTY1,PRKCE,KAT6B,KHSRP,IFIH1,USP10,F5,CDSN,ASTN2,DYRK3,CSNK1A1,FOXG1,KRT12,RBFADN,CHUK,WRN,POU6F2,RXRB,MAPK11,NPY2R,MANF,MYL1,GPR171,KDM6B,FOLH1///FOLH1B,ACOT11,1,HNF1B,ST8SIA4,LOC101929740///ZNF37A///ZNF37BP,VIL1,CUBN,LUZP2,FUBP1,COL9A3,PDE1C,PRMT2,U2AF2,ZIC3,TFF3,RASGRF1,PMCH,GLRA3,CRHR1,HMGB1,CLCC1	61	1.0
1286	0.9962835882163704	87	GPR45,KHDRBS2,ADRB1,RFC5,PMS2P3,CGB///CGB1///CGB2///CGB5///CGB7///CGB8,CASP8,SMURF2,RNASEH2A,RNF216,CDC16,TCOF1,MIA-RAB4B///RAB4B///RAB4B-EGLN2,DENND3,TAF6L///TMEM179B,CNOT8,HOXD3///HOXD4///LOC401021,PTGER3,RPGRIP1,CSTF2,AVIL,GYS2,SYN3,ITGA4,LINC01314,ZNF500,NTRK1,SMARCA2,PARP4,PREP,SPPL2B,RING1,MEN1,GUCY2F,EVPL,DLX2,PPP5C,KCNH1,RRN3P2,USH1C,CAMK2G,ADARB1,CRMP1,MYL4,UPF2,IFIT1,CLDN3,PLA2G6,DTNB,SLC30A4,DEFA5,CDK6,FETUB,ATP5S,CDR1,BCKDHB,TMBIM6,AGPS,CACNA1B,TNNI2,PLEKHB2,LOC101060747///PDPK1,SH3YL1,RB1,NEK1,LRRTM2,CDC23,GTF2H2B,GM2A,PKMYT1,BTRC,GNA11,CAMSAP1,PIWIL1,KIAA1107,NCAM1,PCLO,ASTN1,ACAP1,RBMS2,ASIC3,GNL1,IDUA,COCH,UBE2G1,CLUL1	86	1.0
1333	0.9978958454986202	94	MED6,HLA-DOB,GAGE1///GAGE12B///GAGE12C///GAGE12D///GAGE12E///GAGE12F///GAGE12G///GAGE12H///GAGE12I///GAGE12J///GAGE13///GAGE2A///GAGE2C///GAGE2D///GAGE2E///GAGE4///GAGE5///GAGE6///GAGE7///GAGE8,UGCG,SSX2///SSX2B///SSX4///SSX4B,CDX1,TRIP10,MTMR3,ZNF45,MIR1204///PVT1,REPS2,ZIC2,BRCA1,LPAR4,CHD1,DCBLD2,UBTF,ZSCAN26,ARAP1,ALOX15,GBP2,SNRPB2,CEP250,PDAP1,ZNF264,IK,ERBB3,ENTPD3,MST1R,GK,PPP2R5C,ATRX,PLAA,AF070581,AURKAPS1///RAB3GAP2,PIK3R4,ATG13,TYK2,NOS2,CIR1,HNF4A,CLASP1,ZNF510,IL12RB2,CASP9,CTSE,APBB1,CDK20,POU6F2,ABCA12,5,SEZ6L,AJAP1,PYY,CST6,UTP20,CYP7A1,PDE6H,MSMB,IL6R,NKX3-2,NUDCD3,HIST1H3D,WIPF2,PHTF2,KLRC4///KLRC4-KLRK1,ARG2,2,OSR2,AKAP6,ADAM10,PTGFR,PAN2,GREM1,RAD9A,LOC100996724///LOC100996761///LOC101929792///LOC101930416///PDE4DIP,UBR4,ARHGAP22,AKR7A3,MAST1,FAM169A,DPT,TSR2,ALDH3B1,1,AMPD1,SF3B4,SLAMF1,MET,LOC101928189///RSRP1,EYA2,NAT2,GTF2H2///GTF2H2B///GTF2H2C///GTF2H2C_2	93	1.0
1046	0.9986802802120117	73	RGS9,NEBL,ALG13,SAP18,TNIK,REL,MLH1,HRG,NTRK1,DIO1,BCL2L11,GH2,SNTB2,SLC17A2,SOX1,PVALB,RNASEH2B,SLC6A15,POU2F2,C5orf22,FAM102A,TNKS,RRP15,PRKCE,LOC101929842///PGA3///PGA4///PGA5,KCNMA1,HNF4A,MYCLP1///MYCLP1,SPATA31A1///SPATA31A3///SPATA31A5///SPATA31A6///SPATA31A7///SPATA31C1///SPATA31C2,SCCPDH,HMGN2P9///HMGN2P9,GK2,PTGER1,DNAJC13,MOS,CDK19,NALCN-AS1,GMPR,NKX2-8,PRPF4B,LLGL2,RCVRN,SRRT,IFNW1,ASIC2,CAMK2A,ITGBL1,SCAMP3,TH,POU6F1,RBM4B,MATR3///SNHG4,RRP8,ATP2B2,LOC101929336///RIF1,REG1B,DNAJC22,TBC1D30,FGF4,KCTD7,PAK2,MGP,KRTAP5-9,GRPEL1,C14orf79,SLC15A2,TANC2,CEACAM4,GP2,PRPF31,PTEN,GP1BA,HIC1	73	1.0
1344	0.9994837968806558	147	BMP4,ENO1,HMGA1,DAG1,RER1,EHBP1,TUBB2A,ATP7B,SLC25A20,ATP2B4,HIST1H4A///HIST1H4B///HIST1H4C///HIST1H4D///HIST1H4E///HIST1H4F///HIST1H4H///HIST1H4I///HIST1H4J///HIST1H4K///HIST1H4L///HIST2H4A///HIST2H4B///HIST4H4,AKR7A2,LOXL2,YIPF1,NACC2,BLCAP,ANAPC13,STK38L,RGN,PPAP2A,NPY5R,METTL7A,ATRIP///TREX1,ZCCHC24,GAPDH,CALM1///CALM2///CALM3,SEMA3C,HDGF,AGO2///CASC7///CASC7///DQ574852,CTNNB1,PAM,LTBR,PLK2,ZBTB20,ABCB6,HIST1H2AL,CLDN8,AKAP2///PALM2-AKAP2,TUBB4B,COL4A1,CLN5,PPP2R1B,EIF4G1,SLC5A3,PPP1R8,EMC1,TUBA3C///TUBA3D,CTSA,MYO5A,MSMO1,CES1///CES1P1///LOC100653057///LOC100653086,UCKL1,BTD,VLDLR,SEPT11,RGL1,MIR1236///NELFE,YAP1,TARDBP,CD36,PTPRM,MIR3658///UCK2,DICER1,KPNA3,HMBS,GPX1,TIMP2,TANK,ANGPT1,MPHOSPH6,GNS,CSNK1G2,CBX3,GNA12,PSMB5,CYP2F1,HIST1H2AC,THBS4,STAT1,GORASP1,SOS1,FICD,SMAD6,PSMA3,LOC101928198///MFAP3L,PTCRA,C19orf26,H2AFY,GNA11,CACNG1,UBA1,ATP6V1A,PNPLA4,RABGGTA,URB2,WDR7,XRCC5,ARHGAP29,RNF11,PEG10,LOXL1,AMOTL2,PEBP1,CCND2,ACKR3,TRAK1,DDR2,BAI2,DEXI,C9orf3,DDX28,EXT2,COBL,DEGS1,EPHX1,AREL1,ACSL3,ACADVL,TPGS2,COX7A2L,ETV4,ETF1,BCR,ZNF184,ENTPD5,EFCAB14,IRF8,PIR,ASB1,GPLD1,SLC31A2,CD46,SH3BGR	133	1.0
